,0H,1H,2H,3H,4H,5H,6H,7H,8H,9H,10H,11H,12H,13H,14H,15H,16H,17H,18H,19H,20H,21H,22H,23H
01,2,4,2,2,5,6,7,7,9,8,5,5,5,7,8,6,5,5,7,8,5,3,3,3
02,2,3,4,3,5,7,5,4,4,9,10,11,11,8,8,7,7,8,7,9,10,13,18,17
03,13,15,14,11,12,12,12,13,14,13,12,13,12,9,9,10,7,5,5,1,2,5,5,4
04,8,7,9,5,5,5,8,8,8,7,7,7,8,7,9,7,8,9,9,5,6,6,6,5
05,5,11,3,7,5,12,12,9,11,12,11,8,11,9,9,10,12,13,14,15,11,9,12,13
06,12,11,12,10,10,8,7,7,8,9,9,9,8,6,7,5,4,5,4,4,7,12,13,12
07,9,8,8,8,6,5,5,5,5,5,5,5,4,5,6,6,4,4,5,4,4,2,5,12
08,7,7,9,12,12,12,8,12,15,15,17,19,17,16,15,16,15,14,13,14,12,10,13,10
09,6,3,2,2,5,2,3,2,3,3,5,4,5,5,5,5,6,3,2,2,2,2,2,1
10,4,4,3,5,4,4,5,6,4,5,6,4,3,5,2,4,5,4,2,5,3,1,2,3
11,3,2,1,3,3,2,3,6,8,7,7,6,7,7,6,6,4,4,9,12,10,12,13,12
12,10,9,13,12,13,12,11,12,12,14,13,14,12,15,12,11,10,10,12,11,15,12,5,3
13,5,4,5,9,5,6,8,6,9,8,8,6,9,8,6,8,5,5,4,5,4,5,6,2
14,1,1,2,2,3,5,8,11,8,10,11,14,15,15,13,13,13,15,15,18,12,7,9,4
15,4,3,6,2,7,5,5,6,8,5,6,5,8,5,5,7,8,6,6,6,4,3,3,1
16,2,5,8,9,8,4,4,6,8,8,6,4,6,5,8,7,6,5,5,5,5,4,3,4
17,4,5,5,2,2,4,7,6,8,8,5,5,4,5,4,7,6,4,2,1,2,1,4,4
18,4,6,5,6,3,5,6,8,9,7,9,9,7,8,9,8,9,5,3,2,3,3,5,3
19,3,5,4,6,6,6,6,6,7,4,3,7,7,9,10,11,10,8,7,7,8,6,6,5
20,5,2,3,3,4,1,4,4,6,6,4,2,5,7,7,5,8,5,5,5,3,2,2,4
21,5,3,3,7,5,6,11,11,7,7,5,2,4,4,5,6,7,6,7,4,2,1,2,1
22,1,3,5,4,3,3,4,3,6,4,5,5,4,7,6,9,7,6,4,6,3,5,2,3
23,3,5,5,4,5,4,4,5,5,6,8,6,4,5,4,3,4,3,2,3,3,3,6,4
24,6,5,5,5,7,8,9,11,9,10,8,9,11,10,8,8,6,4,10,11,11,7,8,7
25,7,8,7,8,5,7,9,7,9,7,4,4,6,7,9,9,11,14,18,17,16,15,15,15
26,16,14,13,14,10,6,7,6,8,8,8,8,9,9,8,8,6,6,4,3,9,9,10,8
27,5,3,3,3,2,4,2,1,3,3,4,5,6,9,8,7,8,5,5,5,3,3,4,5
28,6,4,2,3,8,6,8,12,12,15,16,17,14,13,12,14,17,17,18,17,17,14,11,11
29,8,8,9,8,8,8,7,8,8,10,10,10,11,13,11,11,13,14,13,10,8,9,6,4
30,2,2,1,1,2,3,4,4,3,5,7,7,6,6,6,9,7,6,4,5,5,6,5,6
31,6,5,3,7,11,9,9,10,12,12,12,11,13,12,11,13,12,9,8,8,7,6,,
